[Sample Setup]						
Well	Well Position	Sample Name	Target Name	Task	Reporter	Quencher
358	O22	0	IC	UNKNOWN	TAMRA	none
358	O22	0	RNaseP	UNKNOWN	CY5	none
358	O22	0	SARS	UNKNOWN	FAM	none
359	O23	0	IC	UNKNOWN	TAMRA	none
359	O23	0	RNaseP	UNKNOWN	CY5	none
359	O23	0	SARS	UNKNOWN	FAM	none
360	O24	0	IC	UNKNOWN	TAMRA	none
360	O24	0	RNaseP	UNKNOWN	CY5	none
360	O24	0	SARS	UNKNOWN	FAM	none
361	P1	0	IC	UNKNOWN	TAMRA	none
361	P1	0	RNaseP	UNKNOWN	CY5	none
361	P1	0	SARS	UNKNOWN	FAM	none
362	P2	0	IC	UNKNOWN	TAMRA	none
362	P2	0	RNaseP	UNKNOWN	CY5	none
362	P2	0	SARS	UNKNOWN	FAM	none
363	P3	0	IC	UNKNOWN	TAMRA	none
363	P3	0	RNaseP	UNKNOWN	CY5	none
363	P3	0	SARS	UNKNOWN	FAM	none
364	P4	0	IC	UNKNOWN	TAMRA	none
364	P4	0	RNaseP	UNKNOWN	CY5	none
364	P4	0	SARS	UNKNOWN	FAM	none
365	P5	0	IC	UNKNOWN	TAMRA	none
365	P5	0	RNaseP	UNKNOWN	CY5	none
365	P5	0	SARS	UNKNOWN	FAM	none
366	P6	0	IC	UNKNOWN	TAMRA	none
366	P6	0	RNaseP	UNKNOWN	CY5	none
366	P6	0	SARS	UNKNOWN	FAM	none
367	P7	0	IC	UNKNOWN	TAMRA	none
367	P7	0	RNaseP	UNKNOWN	CY5	none
367	P7	0	SARS	UNKNOWN	FAM	none
368	P8	0	IC	UNKNOWN	TAMRA	none
368	P8	0	RNaseP	UNKNOWN	CY5	none
368	P8	0	SARS	UNKNOWN	FAM	none
369	P9	0	IC	UNKNOWN	TAMRA	none
369	P9	0	RNaseP	UNKNOWN	CY5	none
369	P9	0	SARS	UNKNOWN	FAM	none
370	P10	0	IC	UNKNOWN	TAMRA	none
370	P10	0	RNaseP	UNKNOWN	CY5	none
370	P10	0	SARS	UNKNOWN	FAM	none
371	P11	0	IC	UNKNOWN	TAMRA	none
371	P11	0	RNaseP	UNKNOWN	CY5	none
371	P11	0	SARS	UNKNOWN	FAM	none
372	P12	0	IC	UNKNOWN	TAMRA	none
372	P12	0	RNaseP	UNKNOWN	CY5	none
372	P12	0	SARS	UNKNOWN	FAM	none
373	P13	0	IC	UNKNOWN	TAMRA	none
373	P13	0	RNaseP	UNKNOWN	CY5	none
373	P13	0	SARS	UNKNOWN	FAM	none
374	P14	0	IC	UNKNOWN	TAMRA	none
374	P14	0	RNaseP	UNKNOWN	CY5	none
374	P14	0	SARS	UNKNOWN	FAM	none
375	P15	0	IC	UNKNOWN	TAMRA	none
375	P15	0	RNaseP	UNKNOWN	CY5	none
375	P15	0	SARS	UNKNOWN	FAM	none
376	P16	0	IC	UNKNOWN	TAMRA	none
376	P16	0	RNaseP	UNKNOWN	CY5	none
376	P16	0	SARS	UNKNOWN	FAM	none
377	P17	0	IC	UNKNOWN	TAMRA	none
377	P17	0	RNaseP	UNKNOWN	CY5	none
377	P17	0	SARS	UNKNOWN	FAM	none
378	P18	0	IC	UNKNOWN	TAMRA	none
378	P18	0	RNaseP	UNKNOWN	CY5	none
378	P18	0	SARS	UNKNOWN	FAM	none
379	P19	0	IC	UNKNOWN	TAMRA	none
379	P19	0	RNaseP	UNKNOWN	CY5	none
379	P19	0	SARS	UNKNOWN	FAM	none
380	P20	0	IC	UNKNOWN	TAMRA	none
380	P20	0	RNaseP	UNKNOWN	CY5	none
380	P20	0	SARS	UNKNOWN	FAM	none
381	P21	0	IC	UNKNOWN	TAMRA	none
381	P21	0	RNaseP	UNKNOWN	CY5	none
381	P21	0	SARS	UNKNOWN	FAM	none
382	P22	0	IC	UNKNOWN	TAMRA	none
382	P22	0	RNaseP	UNKNOWN	CY5	none
382	P22	0	SARS	UNKNOWN	FAM	none
383	P23	0	IC	UNKNOWN	TAMRA	none
383	P23	0	RNaseP	UNKNOWN	CY5	none
383	P23	0	SARS	UNKNOWN	FAM	none
384	P24	0	IC	UNKNOWN	TAMRA	none
384	P24	0	RNaseP	UNKNOWN	CY5	none
384	P24	0	SARS	UNKNOWN	FAM	none
